"","t","do"
"1",2026-06-30 09:15:00,5.6
"2",2026-06-30 09:30:00,5.6
"3",2026-06-30 09:45:00,5.6
"4",2026-06-30 10:00:00,5.6
"5",2026-06-30 10:15:00,5.6
"6",2026-06-30 10:30:00,5.5
"7",2026-06-30 10:45:00,5.5
"8",2026-06-30 11:00:00,5.5
"9",2026-06-30 11:15:00,5.5
"10",2026-06-30 11:30:00,5.5
"11",2026-06-30 11:45:00,5.5
"12",2026-06-30 12:00:00,5.5
"13",2026-06-30 12:15:00,5.5
"14",2026-06-30 12:30:00,5.4
"15",2026-06-30 12:45:00,5.3
"16",2026-06-30 13:00:00,5.4
"17",2026-06-30 13:15:00,5.3
"18",2026-06-30 13:30:00,5.3
"19",2026-06-30 13:45:00,5.3
"20",2026-06-30 14:00:00,5.3
"21",2026-06-30 14:15:00,5.3
"22",2026-06-30 14:30:00,5.4
"23",2026-06-30 14:45:00,5.4
"24",2026-06-30 15:00:00,5.4
"25",2026-06-30 15:15:00,5.4
"26",2026-06-30 15:30:00,5.4
"27",2026-06-30 15:45:00,5.4
"28",2026-06-30 16:00:00,5.4
"29",2026-06-30 16:15:00,5.4
"30",2026-06-30 16:30:00,5.4
"31",2026-06-30 16:45:00,5.3
"32",2026-06-30 17:00:00,5.2
"33",2026-06-30 17:15:00,5.1
"34",2026-06-30 17:30:00,5
"35",2026-06-30 17:45:00,4.9
"36",2026-06-30 18:00:00,4.8
"37",2026-06-30 18:15:00,4.7
"38",2026-06-30 18:30:00,4.5
"39",2026-06-30 18:45:00,4.5
"40",2026-06-30 19:00:00,4.3
"41",2026-06-30 19:15:00,4.2
"42",2026-06-30 19:30:00,4
"43",2026-06-30 19:45:00,4.4
"44",2026-06-30 20:00:00,4.8
"45",2026-06-30 20:15:00,5
"46",2026-06-30 20:30:00,5.5
"47",2026-06-30 20:45:00,5.5
"48",2026-06-30 21:00:00,5.5
"49",2026-06-30 21:15:00,5.5
"50",2026-06-30 21:30:00,5.6
"51",2026-06-30 21:45:00,5.5
"52",2026-06-30 22:00:00,5.8
"53",2026-06-30 22:15:00,5.9
"54",2026-06-30 22:30:00,5.9
"55",2026-06-30 22:45:00,5.8
"56",2026-06-30 23:00:00,5.7
"57",2026-06-30 23:15:00,5.8
"58",2026-06-30 23:30:00,5.8
"59",2026-06-30 23:45:00,5.8
"60",2026-07-01 00:00:00,5.5
"61",2026-07-01 00:15:00,5.5
"62",2026-07-01 00:30:00,5.4
"63",2026-07-01 00:45:00,5.3
"64",2026-07-01 01:00:00,5.3
"65",2026-07-01 01:15:00,5.1
"66",2026-07-01 01:30:00,5.1
"67",2026-07-01 01:45:00,4.9
"68",2026-07-01 02:00:00,4.9
"69",2026-07-01 02:15:00,4.7
"70",2026-07-01 02:30:00,4.5
"71",2026-07-01 02:45:00,4.4
"72",2026-07-01 03:00:00,4.3
"73",2026-07-01 03:15:00,4.3
"74",2026-07-01 03:30:00,4.5
"75",2026-07-01 03:45:00,4.8
"76",2026-07-01 04:00:00,5.1
"77",2026-07-01 04:15:00,5.3
"78",2026-07-01 04:30:00,5.5
"79",2026-07-01 04:45:00,5.6
"80",2026-07-01 05:00:00,5.8
"81",2026-07-01 05:15:00,5.9
"82",2026-07-01 05:30:00,6
"83",2026-07-01 05:45:00,6
"84",2026-07-01 06:00:00,6.1
"85",2026-07-01 06:15:00,6.1
"86",2026-07-01 06:30:00,6.1
"87",2026-07-01 06:45:00,6.1
"88",2026-07-01 07:00:00,6.1
"89",2026-07-01 07:15:00,6.1
"90",2026-07-01 07:30:00,6
"91",2026-07-01 07:45:00,6
"92",2026-07-01 08:00:00,5.9
"93",2026-07-01 08:15:00,5.8
"94",2026-07-01 08:30:00,5.8
"95",2026-07-01 08:45:00,5.7
"96",2026-07-01 09:00:00,5.5
"97",2026-07-01 09:15:00,5.6
"98",2026-07-01 09:30:00,5.6
"99",2026-07-01 09:45:00,5.6
"100",2026-07-01 10:00:00,5.6
"101",2026-07-01 10:15:00,5.8
"102",2026-07-01 10:30:00,5.8
"103",2026-07-01 10:45:00,5.8
"104",2026-07-01 11:00:00,5.7
"105",2026-07-01 11:15:00,5.8
"106",2026-07-01 11:30:00,5.8
"107",2026-07-01 11:45:00,5.7
"108",2026-07-01 12:00:00,5.7
"109",2026-07-01 12:15:00,5.7
"110",2026-07-01 12:30:00,5.7
"111",2026-07-01 12:45:00,5.6
"112",2026-07-01 13:00:00,5.6
"113",2026-07-01 13:15:00,5.6
"114",2026-07-01 13:30:00,5.6
"115",2026-07-01 13:45:00,5.5
"116",2026-07-01 14:00:00,5.4
"117",2026-07-01 14:15:00,5.3
"118",2026-07-01 14:30:00,5.3
"119",2026-07-01 14:45:00,5.3
"120",2026-07-01 15:00:00,5.2
"121",2026-07-01 15:15:00,5.2
"122",2026-07-01 15:30:00,5.2
"123",2026-07-01 15:45:00,5.2
"124",2026-07-01 16:00:00,5.1
"125",2026-07-01 16:15:00,5.1
"126",2026-07-01 16:30:00,5
"127",2026-07-01 16:45:00,5
"128",2026-07-01 17:00:00,5
"129",2026-07-01 17:15:00,4.9
"130",2026-07-01 17:30:00,4.8
"131",2026-07-01 17:45:00,4.6
"132",2026-07-01 18:00:00,4.5
"133",2026-07-01 18:15:00,4.4
"134",2026-07-01 18:30:00,4.2
"135",2026-07-01 18:45:00,4.1
"136",2026-07-01 19:00:00,3.8
"137",2026-07-01 19:15:00,3.7
"138",2026-07-01 19:30:00,3.6
"139",2026-07-01 19:45:00,3.5
"140",2026-07-01 20:00:00,3.3
"141",2026-07-01 20:15:00,3.4
"142",2026-07-01 20:30:00,3.4
"143",2026-07-01 20:45:00,3.8
"144",2026-07-01 21:00:00,4.3
"145",2026-07-01 21:15:00,4.6
"146",2026-07-01 21:30:00,4.9
"147",2026-07-01 21:45:00,5.1
"148",2026-07-01 22:00:00,5.2
"149",2026-07-01 22:15:00,5.3
"150",2026-07-01 22:30:00,5.4
"151",2026-07-01 22:45:00,5.5
"152",2026-07-01 23:00:00,5.6
"153",2026-07-01 23:15:00,5.6
"154",2026-07-01 23:30:00,5.5
"155",2026-07-01 23:45:00,5.6
"156",2026-07-02 00:00:00,5.6
"157",2026-07-02 00:15:00,5.6
"158",2026-07-02 00:30:00,5.5
"159",2026-07-02 00:45:00,5.3
"160",2026-07-02 01:00:00,5.2
"161",2026-07-02 01:15:00,5.1
"162",2026-07-02 01:30:00,4.9
"163",2026-07-02 01:45:00,4.8
"164",2026-07-02 02:00:00,4.7
"165",2026-07-02 02:15:00,4.6
"166",2026-07-02 02:30:00,4.4
"167",2026-07-02 02:45:00,4.2
"168",2026-07-02 03:00:00,4.1
"169",2026-07-02 03:15:00,4
"170",2026-07-02 03:30:00,3.9
"171",2026-07-02 03:45:00,3.8
"172",2026-07-02 04:00:00,3.8
"173",2026-07-02 04:15:00,4
"174",2026-07-02 04:30:00,4.4
"175",2026-07-02 04:45:00,4.6
"176",2026-07-02 05:00:00,4.8
"177",2026-07-02 05:15:00,5
"178",2026-07-02 05:30:00,5.2
"179",2026-07-02 05:45:00,5.4
"180",2026-07-02 06:00:00,5.6
"181",2026-07-02 06:15:00,5.8
"182",2026-07-02 06:30:00,5.9
"183",2026-07-02 06:45:00,6
"184",2026-07-02 07:00:00,6.1
"185",2026-07-02 07:15:00,6.1
"186",2026-07-02 07:30:00,6.2
"187",2026-07-02 07:45:00,6.2
"188",2026-07-02 08:00:00,6.2
"189",2026-07-02 08:15:00,6.2
"190",2026-07-02 08:30:00,6.1
"191",2026-07-02 08:45:00,6.1
"192",2026-07-02 09:00:00,6
"193",2026-07-02 09:15:00,6
"194",2026-07-02 09:30:00,5.9
"195",2026-07-02 09:45:00,5.9
"196",2026-07-02 10:00:00,5.7
"197",2026-07-02 10:15:00,5.9
"198",2026-07-02 10:30:00,5.9
"199",2026-07-02 10:45:00,5.9
"200",2026-07-02 11:00:00,6
"201",2026-07-02 11:15:00,5.9
"202",2026-07-02 11:30:00,6
"203",2026-07-02 11:45:00,6
"204",2026-07-02 12:00:00,6
"205",2026-07-02 12:15:00,6
"206",2026-07-02 12:30:00,5.9
"207",2026-07-02 12:45:00,5.9
"208",2026-07-02 13:00:00,5.8
"209",2026-07-02 13:15:00,5.8
"210",2026-07-02 13:30:00,5.8
"211",2026-07-02 13:45:00,5.7
"212",2026-07-02 14:00:00,5.7
"213",2026-07-02 14:15:00,5.6
"214",2026-07-02 14:30:00,5.4
"215",2026-07-02 14:45:00,5.4
"216",2026-07-02 15:00:00,5.3
"217",2026-07-02 15:15:00,5.2
"218",2026-07-02 15:30:00,5.1
"219",2026-07-02 15:45:00,5.1
"220",2026-07-02 16:00:00,5.1
"221",2026-07-02 16:15:00,5.1
"222",2026-07-02 16:30:00,5
"223",2026-07-02 16:45:00,5
"224",2026-07-02 17:00:00,5
"225",2026-07-02 17:15:00,5
"226",2026-07-02 17:30:00,4.8
"227",2026-07-02 17:45:00,4.8
"228",2026-07-02 18:00:00,4.8
"229",2026-07-02 18:15:00,4.6
"230",2026-07-02 18:30:00,4.5
"231",2026-07-02 18:45:00,4.4
"232",2026-07-02 19:00:00,4.2
"233",2026-07-02 19:15:00,4
"234",2026-07-02 19:30:00,3.9
"235",2026-07-02 19:45:00,3.8
"236",2026-07-02 20:00:00,3.7
"237",2026-07-02 20:15:00,3.6
"238",2026-07-02 20:30:00,3.3
"239",2026-07-02 20:45:00,3.6
"240",2026-07-02 21:00:00,3.6
"241",2026-07-02 21:15:00,3.8
"242",2026-07-02 21:30:00,4.2
"243",2026-07-02 21:45:00,4.3
"244",2026-07-02 22:00:00,4.7
"245",2026-07-02 22:15:00,4.8
"246",2026-07-02 22:30:00,5
"247",2026-07-02 22:45:00,5.1
"248",2026-07-02 23:00:00,5.1
"249",2026-07-02 23:15:00,5.2
"250",2026-07-02 23:30:00,5.3
"251",2026-07-02 23:45:00,5.3
"252",2026-07-03 00:00:00,5.2
"253",2026-07-03 00:15:00,5.3
"254",2026-07-03 00:30:00,5.3
"255",2026-07-03 00:45:00,5.2
"256",2026-07-03 01:00:00,5.1
"257",2026-07-03 01:15:00,4.9
"258",2026-07-03 01:30:00,4.8
"259",2026-07-03 01:45:00,4.7
"260",2026-07-03 02:00:00,4.7
"261",2026-07-03 02:15:00,4.5
"262",2026-07-03 02:30:00,4.4
"263",2026-07-03 02:45:00,4.2
"264",2026-07-03 03:00:00,4.1
"265",2026-07-03 03:15:00,4
"266",2026-07-03 03:30:00,3.9
"267",2026-07-03 03:45:00,3.8
"268",2026-07-03 04:00:00,3.7
"269",2026-07-03 04:15:00,3.6
"270",2026-07-03 04:30:00,3.5
"271",2026-07-03 04:45:00,3.2
"272",2026-07-03 05:00:00,3.5
"273",2026-07-03 05:15:00,3.7
"274",2026-07-03 05:30:00,4.1
"275",2026-07-03 05:45:00,4.3
"276",2026-07-03 06:00:00,4.5
"277",2026-07-03 06:15:00,4.8
"278",2026-07-03 06:30:00,5.1
"279",2026-07-03 06:45:00,5.2
"280",2026-07-03 07:00:00,5.4
"281",2026-07-03 07:15:00,5.5
"282",2026-07-03 07:30:00,5.7
"283",2026-07-03 07:45:00,5.8
