"","t","do"
"1",2025-09-18 09:15:00,2.9
"2",2025-09-18 09:30:00,2.8
"3",2025-09-18 09:45:00,2.8
"4",2025-09-18 10:00:00,2.7
"5",2025-09-18 10:15:00,2.8
"6",2025-09-18 10:30:00,2.8
"7",2025-09-18 10:45:00,2.7
"8",2025-09-18 11:00:00,2.7
"9",2025-09-18 11:15:00,2.8
"10",2025-09-18 11:30:00,2.6
"11",2025-09-18 11:45:00,2.5
"12",2025-09-18 12:00:00,2.7
"13",2025-09-18 12:15:00,2.8
"14",2025-09-18 12:30:00,2.9
"15",2025-09-18 12:45:00,2.9
"16",2025-09-18 13:00:00,2.9
"17",2025-09-18 13:15:00,3.1
"18",2025-09-18 13:30:00,3.1
"19",2025-09-18 13:45:00,3.1
"20",2025-09-18 14:00:00,3.2
"21",2025-09-18 14:15:00,3.1
"22",2025-09-18 14:30:00,3
"23",2025-09-18 14:45:00,3
"24",2025-09-18 15:00:00,3
"25",2025-09-18 15:15:00,2.8
"26",2025-09-18 15:30:00,3
"27",2025-09-18 15:45:00,2.9
"28",2025-09-18 16:00:00,3.3
"29",2025-09-18 16:15:00,3.3
"30",2025-09-18 16:30:00,3.4
"31",2025-09-18 16:45:00,3.2
"32",2025-09-18 17:00:00,3.4
"33",2025-09-18 17:15:00,3.5
"34",2025-09-18 17:30:00,3.6
"35",2025-09-18 17:45:00,3.6
"36",2025-09-18 18:00:00,3.6
"37",2025-09-18 18:15:00,3.7
"38",2025-09-18 18:30:00,3.8
"39",2025-09-18 18:45:00,3.9
"40",2025-09-18 19:00:00,4
"41",2025-09-18 19:15:00,4
"42",2025-09-18 19:30:00,3.8
"43",2025-09-18 19:45:00,3.8
"44",2025-09-18 20:00:00,3.6
"45",2025-09-18 20:15:00,4
"46",2025-09-18 20:30:00,4
"47",2025-09-18 20:45:00,4
"48",2025-09-18 21:00:00,4
"49",2025-09-18 21:15:00,4
"50",2025-09-18 21:30:00,3.8
"51",2025-09-18 21:45:00,3.7
"52",2025-09-18 22:00:00,3.8
"53",2025-09-18 22:15:00,3.7
"54",2025-09-18 22:30:00,3.5
"55",2025-09-18 22:45:00,3.6
"56",2025-09-18 23:00:00,3.7
"57",2025-09-18 23:15:00,3.6
"58",2025-09-18 23:30:00,3.7
"59",2025-09-18 23:45:00,3.6
"60",2025-09-19 00:00:00,3.6
"61",2025-09-19 00:15:00,3.4
"62",2025-09-19 00:30:00,3.5
"63",2025-09-19 00:45:00,3.5
"64",2025-09-19 01:00:00,3.4
"65",2025-09-19 01:15:00,3.5
"66",2025-09-19 01:30:00,3.4
