"","t","do"
"1",2025-12-08 09:15:00,5.9
"2",2025-12-08 09:30:00,5.6
"3",2025-12-08 09:45:00,5.6
"4",2025-12-08 10:00:00,5.5
"5",2025-12-08 10:15:00,5.5
"6",2025-12-08 10:30:00,5.4
"7",2025-12-08 10:45:00,5.3
"8",2025-12-08 11:00:00,5.3
"9",2025-12-08 11:15:00,5.3
"10",2025-12-08 11:30:00,5.3
"11",2025-12-08 11:45:00,5.2
"12",2025-12-08 12:00:00,5.2
"13",2025-12-08 12:15:00,5.2
"14",2025-12-08 12:30:00,5.3
"15",2025-12-08 12:45:00,5.4
"16",2025-12-08 13:00:00,5.4
"17",2025-12-08 13:15:00,5.5
"18",2025-12-08 13:30:00,5.6
"19",2025-12-08 13:45:00,5.6
"20",2025-12-08 14:00:00,5.7
"21",2025-12-08 14:15:00,5.8
"22",2025-12-08 14:30:00,5.8
"23",2025-12-08 14:45:00,6
"24",2025-12-08 15:00:00,5.9
"25",2025-12-08 15:15:00,5.8
"26",2025-12-08 15:30:00,6
"27",2025-12-08 15:45:00,6
"28",2025-12-08 16:00:00,6.1
"29",2025-12-08 16:15:00,6.1
"30",2025-12-08 16:30:00,6.1
"31",2025-12-08 16:45:00,6.2
"32",2025-12-08 17:00:00,6.2
"33",2025-12-08 17:15:00,6.2
"34",2025-12-08 17:30:00,6
"35",2025-12-08 17:45:00,6
"36",2025-12-08 18:00:00,5.9
"37",2025-12-08 18:15:00,5.8
"38",2025-12-08 18:30:00,5.8
"39",2025-12-08 18:45:00,5.8
"40",2025-12-08 19:00:00,5.8
"41",2025-12-08 19:15:00,5.9
"42",2025-12-08 19:30:00,6
"43",2025-12-08 19:45:00,6.1
"44",2025-12-08 20:00:00,6.2
"45",2025-12-08 20:15:00,6.2
"46",2025-12-08 20:30:00,6.2
"47",2025-12-08 20:45:00,6.1
"48",2025-12-08 21:00:00,6
"49",2025-12-08 21:15:00,6
"50",2025-12-08 21:30:00,6
"51",2025-12-08 21:45:00,6.1
"52",2025-12-08 22:00:00,6.1
"53",2025-12-08 22:15:00,6
"54",2025-12-08 22:30:00,6
"55",2025-12-08 22:45:00,6.1
"56",2025-12-08 23:00:00,6.1
"57",2025-12-08 23:15:00,6.1
"58",2025-12-08 23:30:00,6.1
"59",2025-12-08 23:45:00,6
"60",2025-12-09 00:00:00,6
"61",2025-12-09 00:15:00,5.9
"62",2025-12-09 00:30:00,5.9
"63",2025-12-09 00:45:00,5.9
"64",2025-12-09 01:00:00,5.9
"65",2025-12-09 01:15:00,6
"66",2025-12-09 01:30:00,6
"67",2025-12-09 01:45:00,6.1
"68",2025-12-09 02:00:00,6.2
"69",2025-12-09 02:15:00,6.2
"70",2025-12-09 02:30:00,6.3
"71",2025-12-09 02:45:00,6.4
"72",2025-12-09 03:00:00,6.4
"73",2025-12-09 03:15:00,6.5
"74",2025-12-09 03:30:00,6.5
"75",2025-12-09 03:45:00,6.6
"76",2025-12-09 04:00:00,6.6
"77",2025-12-09 04:15:00,6.6
"78",2025-12-09 04:30:00,6.7
"79",2025-12-09 04:45:00,6.7
"80",2025-12-09 05:00:00,6.7
"81",2025-12-09 05:15:00,6.7
"82",2025-12-09 05:30:00,6.7
"83",2025-12-09 05:45:00,6.7
"84",2025-12-09 06:00:00,6.7
"85",2025-12-09 06:15:00,6.7
"86",2025-12-09 06:30:00,6.7
"87",2025-12-09 06:45:00,6.6
"88",2025-12-09 07:00:00,6.6
"89",2025-12-09 07:15:00,6.5
"90",2025-12-09 07:30:00,6.5
"91",2025-12-09 07:45:00,6.4
"92",2025-12-09 08:00:00,6.3
"93",2025-12-09 08:15:00,6.2
"94",2025-12-09 08:30:00,6.1
"95",2025-12-09 08:45:00,6.1
"96",2025-12-09 09:00:00,6
"97",2025-12-09 09:15:00,6
"98",2025-12-09 09:30:00,5.8
"99",2025-12-09 09:45:00,5.8
"100",2025-12-09 10:00:00,5.7
"101",2025-12-09 10:15:00,5.6
"102",2025-12-09 10:30:00,5.6
"103",2025-12-09 10:45:00,5.5
"104",2025-12-09 11:00:00,5.5
"105",2025-12-09 11:15:00,5.4
"106",2025-12-09 11:30:00,5.4
"107",2025-12-09 11:45:00,5.3
"108",2025-12-09 12:00:00,5.3
"109",2025-12-09 12:15:00,5.3
"110",2025-12-09 12:30:00,5.3
"111",2025-12-09 12:45:00,5.2
"112",2025-12-09 13:00:00,5.2
"113",2025-12-09 13:15:00,5.2
"114",2025-12-09 13:30:00,5.3
"115",2025-12-09 13:45:00,5.3
"116",2025-12-09 14:00:00,5.4
"117",2025-12-09 14:15:00,5.4
"118",2025-12-09 14:30:00,5.5
"119",2025-12-09 14:45:00,5.7
"120",2025-12-09 15:00:00,5.8
"121",2025-12-09 15:15:00,5.8
"122",2025-12-09 15:30:00,5.8
"123",2025-12-09 15:45:00,5.9
"124",2025-12-09 16:15:00,6
"125",2025-12-09 16:30:00,6.2
"126",2025-12-09 16:45:00,6.1
"127",2025-12-09 17:00:00,6.2
"128",2025-12-09 17:15:00,6.3
"129",2025-12-09 17:30:00,6.3
"130",2025-12-09 17:45:00,6.3
"131",2025-12-09 18:00:00,6.3
"132",2025-12-09 18:15:00,6.3
"133",2025-12-09 18:30:00,6.2
"134",2025-12-09 18:45:00,6.2
"135",2025-12-09 19:00:00,6.1
"136",2025-12-09 19:15:00,6.2
"137",2025-12-09 19:30:00,6
"138",2025-12-09 19:45:00,6
"139",2025-12-09 20:00:00,6
"140",2025-12-09 20:15:00,6
"141",2025-12-09 20:30:00,6
"142",2025-12-09 20:45:00,6.1
"143",2025-12-09 21:00:00,6.1
"144",2025-12-09 21:15:00,6.2
"145",2025-12-09 21:30:00,6.2
"146",2025-12-09 21:45:00,6.2
"147",2025-12-09 22:00:00,6.2
"148",2025-12-09 22:15:00,6.2
"149",2025-12-09 22:30:00,6.2
"150",2025-12-09 22:45:00,6.2
"151",2025-12-09 23:00:00,6.2
"152",2025-12-09 23:15:00,6.1
"153",2025-12-09 23:30:00,6
"154",2025-12-09 23:45:00,6
"155",2025-12-10 00:00:00,5.9
"156",2025-12-10 00:15:00,5.9
"157",2025-12-10 00:30:00,5.8
"158",2025-12-10 00:45:00,5.8
"159",2025-12-10 01:00:00,5.8
"160",2025-12-10 01:15:00,5.8
"161",2025-12-10 01:30:00,5.9
"162",2025-12-10 01:45:00,5.9
"163",2025-12-10 02:00:00,6
"164",2025-12-10 02:15:00,6
"165",2025-12-10 02:30:00,6.1
"166",2025-12-10 02:45:00,6.2
"167",2025-12-10 03:00:00,6.1
"168",2025-12-10 03:15:00,6.2
"169",2025-12-10 03:30:00,6.2
"170",2025-12-10 03:45:00,6.3
"171",2025-12-10 04:00:00,6.4
"172",2025-12-10 04:15:00,6.4
"173",2025-12-10 04:30:00,6.5
"174",2025-12-10 04:45:00,6.6
"175",2025-12-10 05:00:00,6.6
"176",2025-12-10 05:15:00,6.7
"177",2025-12-10 05:30:00,6.8
"178",2025-12-10 05:45:00,6.8
"179",2025-12-10 06:00:00,6.7
"180",2025-12-10 06:15:00,6.8
"181",2025-12-10 06:30:00,6.9
"182",2025-12-10 06:45:00,6.9
"183",2025-12-10 07:00:00,6.9
"184",2025-12-10 07:15:00,6.8
"185",2025-12-10 07:30:00,6.8
"186",2025-12-10 07:45:00,6.8
"187",2025-12-10 08:00:00,6.8
"188",2025-12-10 08:15:00,6.7
"189",2025-12-10 08:30:00,6.7
"190",2025-12-10 08:45:00,6.7
"191",2025-12-10 09:00:00,6.6
"192",2025-12-10 09:15:00,6.5
"193",2025-12-10 09:30:00,6.4
"194",2025-12-10 09:45:00,6.3
"195",2025-12-10 10:00:00,6.3
"196",2025-12-10 10:15:00,6.2
"197",2025-12-10 10:30:00,6.2
"198",2025-12-10 10:45:00,6.2
"199",2025-12-10 11:00:00,6.2
"200",2025-12-10 11:15:00,6.1
"201",2025-12-10 11:30:00,6.1
"202",2025-12-10 11:45:00,6
"203",2025-12-10 12:00:00,5.9
"204",2025-12-10 12:15:00,5.9
"205",2025-12-10 12:30:00,5.8
"206",2025-12-10 12:45:00,5.6
"207",2025-12-10 13:00:00,5.5
"208",2025-12-10 13:15:00,5.5
"209",2025-12-10 13:30:00,5.6
"210",2025-12-10 13:45:00,5.4
"211",2025-12-10 14:00:00,5.4
"212",2025-12-10 14:15:00,5.3
"213",2025-12-10 14:30:00,5.3
"214",2025-12-10 14:45:00,5.3
"215",2025-12-10 15:00:00,5.4
"216",2025-12-10 15:15:00,5.5
"217",2025-12-10 15:30:00,5.5
"218",2025-12-10 15:45:00,5.6
"219",2025-12-10 16:00:00,5.8
"220",2025-12-10 16:15:00,5.8
"221",2025-12-10 16:30:00,5.9
"222",2025-12-10 16:45:00,5.9
"223",2025-12-10 17:00:00,6.1
"224",2025-12-10 17:15:00,6
"225",2025-12-10 17:30:00,6.2
"226",2025-12-10 17:45:00,6.2
"227",2025-12-10 18:00:00,6.2
"228",2025-12-10 18:15:00,6.2
"229",2025-12-10 18:30:00,6.2
"230",2025-12-10 18:45:00,6.2
"231",2025-12-10 19:00:00,6.4
"232",2025-12-10 19:15:00,6.4
"233",2025-12-10 19:30:00,6.4
"234",2025-12-10 19:45:00,6.4
"235",2025-12-10 20:00:00,6.4
"236",2025-12-10 20:15:00,6.3
"237",2025-12-10 20:30:00,6.2
"238",2025-12-10 20:45:00,6.2
"239",2025-12-10 21:00:00,6.2
"240",2025-12-10 21:15:00,6.2
"241",2025-12-10 21:30:00,6.1
"242",2025-12-10 21:45:00,6
"243",2025-12-10 22:00:00,6
"244",2025-12-10 22:15:00,6
"245",2025-12-10 22:30:00,5.9
"246",2025-12-10 22:45:00,5.9
"247",2025-12-10 23:00:00,5.9
"248",2025-12-10 23:15:00,5.9
"249",2025-12-10 23:30:00,6
"250",2025-12-10 23:45:00,5.8
"251",2025-12-11 00:00:00,5.7
"252",2025-12-11 00:15:00,5.7
"253",2025-12-11 00:30:00,5.6
"254",2025-12-11 00:45:00,5.5
"255",2025-12-11 01:00:00,5.5
"256",2025-12-11 01:15:00,5.5
"257",2025-12-11 01:30:00,5.4
"258",2025-12-11 01:45:00,5.5
"259",2025-12-11 02:00:00,5.5
"260",2025-12-11 02:15:00,5.7
"261",2025-12-11 02:30:00,5.6
"262",2025-12-11 02:45:00,5.7
"263",2025-12-11 03:00:00,5.9
"264",2025-12-11 03:15:00,5.8
"265",2025-12-11 03:30:00,5.8
"266",2025-12-11 03:45:00,5.9
"267",2025-12-11 04:00:00,6.1
"268",2025-12-11 04:15:00,6.1
"269",2025-12-11 04:30:00,6.2
"270",2025-12-11 04:45:00,6.3
"271",2025-12-11 05:00:00,6.4
"272",2025-12-11 05:15:00,6.4
"273",2025-12-11 05:30:00,6.5
"274",2025-12-11 05:45:00,6.4
"275",2025-12-11 06:00:00,6.6
"276",2025-12-11 06:15:00,6.6
