"","t","h_ft","v_ft_s","cp_ug_l","t_f","trb_fnu","do_mg_l"
"8991",2023-08-28 14:45:00,4.64,NA,8.34,78.4,26.52,6
"8992",2023-08-28 15:00:00,4.79,NA,7.39,78.4,27.54,5.8
"8993",2023-08-28 15:15:00,4.95,NA,9.1,78.5,26.64,5.7
"8994",2023-08-28 15:30:00,5.1,NA,7.14,78.4,25.81,5.3
"8995",2023-08-28 15:45:00,5.24,NA,4.51,78.4,25.65,4.9
"8996",2023-08-28 16:00:00,5.37,NA,4.8,78,26.38,5.2
"8997",2023-08-28 16:15:00,5.5,NA,4.59,78.1,26.76,5.4
"8998",2023-08-28 16:30:00,5.6,NA,5.79,77.8,27,5.2
"8999",2023-08-28 16:45:00,5.7,NA,5.71,77.9,26.31,5.4
"9000",2023-08-28 17:00:00,5.79,NA,5.17,77.6,28.28,5.3
"9001",2023-08-28 17:15:00,5.86,NA,6.01,77.5,27.24,5.3
"9002",2023-08-28 17:30:00,5.91,NA,5.19,77.4,27.73,5.2
"9003",2023-08-28 17:45:00,5.92,NA,5.28,77.4,28.5,5.3
"9004",2023-08-28 18:00:00,5.9,NA,12.71,78.3,29.55,5.2
"9005",2023-08-28 18:15:00,5.8,NA,5.37,77.4,33.21,5.1
"9006",2023-08-28 18:30:00,5.66,NA,5.62,77.4,30.46,5.1
"9007",2023-08-28 18:45:00,5.51,NA,6.19,77.9,25.95,5.3
"9008",2023-08-28 19:00:00,5.38,NA,5.51,78.5,24.59,5.4
"9009",2023-08-28 19:15:00,5.27,NA,7.85,79.4,26.68,6.1
"9010",2023-08-28 19:30:00,5.14,NA,10.81,80,24.54,6.6
"9011",2023-08-28 19:45:00,5.03,NA,11.98,80.6,23.63,7
"9012",2023-08-28 20:00:00,4.92,NA,8.82,80.6,22.43,6.8
"9013",2023-08-28 20:15:00,4.82,NA,9.75,80.4,21.76,6.6
"9014",2023-08-28 20:30:00,4.71,NA,8.65,80.1,23.39,6.4
"9015",2023-08-28 20:45:00,4.61,NA,9.63,79.8,22.51,6.5
"9016",2023-08-28 21:00:00,4.51,NA,9.86,79.8,24.81,6.4
"9017",2023-08-28 21:15:00,4.42,NA,9.47,79.7,22.87,6.3
"9018",2023-08-28 21:30:00,4.33,NA,8.3,79.6,23.16,6.2
"9019",2023-08-28 21:45:00,4.26,NA,8.83,79.6,23.9,6.3
"9020",2023-08-28 22:00:00,4.19,NA,8.7,79.5,26.71,6.3
"9021",2023-08-28 22:15:00,4.16,NA,7.95,79.4,23.73,6.1
"9022",2023-08-28 22:30:00,4.17,NA,8.38,79.4,24.68,6
"9023",2023-08-28 22:45:00,4.3,NA,7.14,79.3,24.05,5.9
"9024",2023-08-28 23:00:00,4.54,NA,6.01,79.2,23.99,5.7
"9025",2023-08-28 23:15:00,4.75,NA,6.19,79.1,23.23,5.7
"9026",2023-08-28 23:30:00,4.96,NA,5.6,79,23.67,5.6
"9027",2023-08-28 23:45:00,5.14,NA,6.76,78.9,22.7,5.8
"9028",2023-08-29,5.3,NA,6.74,78.9,22.68,5.7
"9029",2023-08-29 00:15:00,5.45,NA,7.84,78.9,25.06,5.8
"9030",2023-08-29 00:30:00,5.61,NA,8.01,78.8,27.32,5.9
"9031",2023-08-29 00:45:00,5.77,NA,8.58,78.7,28.82,6
"9032",2023-08-29 01:00:00,5.91,NA,9.2,78.5,26.11,6.1
"9033",2023-08-29 01:15:00,6.05,NA,9.26,78.4,27.47,6.1
"9034",2023-08-29 01:30:00,6.19,NA,8.81,78.2,28.29,6.1
"9035",2023-08-29 01:45:00,6.32,NA,9.82,77.9,29.69,6
"9036",2023-08-29 02:00:00,6.43,NA,9.87,77.7,30.28,6.1
"9037",2023-08-29 02:15:00,6.55,NA,10.06,77.2,31.48,6
"9038",2023-08-29 02:30:00,6.65,NA,9.13,77,32.45,5.8
"9039",2023-08-29 02:45:00,6.75,NA,8.84,76.8,32.97,5.6
"9040",2023-08-29 03:00:00,6.83,NA,8.77,76.7,32.84,5.5
"9041",2023-08-29 03:15:00,6.89,NA,8.71,76.6,32.62,5.5
"9042",2023-08-29 03:30:00,6.94,NA,8.16,76.5,31.52,5.4
"9043",2023-08-29 03:45:00,6.97,NA,8,76.5,31.91,5.4
"9044",2023-08-29 04:00:00,6.99,NA,7.45,76.6,33.36,5.3
"9045",2023-08-29 04:15:00,6.99,NA,7.13,76.7,33.05,5.3
"9046",2023-08-29 04:30:00,6.96,NA,7.2,76.7,34.13,5.2
"9047",2023-08-29 04:45:00,6.91,NA,7.05,76.7,32.48,5.2
"9048",2023-08-29 05:00:00,6.8,NA,7.29,76.7,30.32,5.3
"9049",2023-08-29 05:15:00,6.67,NA,7.73,76.6,31.48,5.2
"9050",2023-08-29 05:30:00,6.53,NA,8.07,76.5,31.08,5.2
"9051",2023-08-29 05:45:00,6.4,NA,7.49,76.5,29.84,5.2
"9052",2023-08-29 06:00:00,6.28,NA,7.91,76.5,26.73,4.8
"9053",2023-08-29 06:15:00,6.18,NA,7.2,76.4,27.59,5
"9054",2023-08-29 06:30:00,6.08,NA,7.37,76.4,28.26,5
"9055",2023-08-29 06:45:00,5.96,NA,8.12,76.3,28,5.1
"9056",2023-08-29 07:00:00,5.85,NA,9.13,76.3,26.53,5.2
"9057",2023-08-29 07:15:00,5.73,NA,7.21,76.3,27,5.1
"9058",2023-08-29 07:30:00,5.6,NA,8.66,76.3,27.45,5.1
"9059",2023-08-29 07:45:00,5.47,NA,7.09,76.3,30.79,5.1
"9060",2023-08-29 08:00:00,5.33,NA,8.05,76.3,29.15,5.1
"9061",2023-08-29 08:15:00,5.2,NA,7.2,76.3,33.53,5.1
"9062",2023-08-29 08:30:00,5.07,NA,6.83,76.3,32,5
"9063",2023-08-29 08:45:00,4.93,NA,7.57,76.3,34.04,5.1
"9064",2023-08-29 09:00:00,4.8,NA,6.55,76.3,31.03,5
"9065",2023-08-29 09:15:00,4.67,NA,6.74,76.3,31.33,5.1
"9066",2023-08-29 09:30:00,4.53,NA,7.49,76.3,32.6,5.1
"9067",2023-08-29 09:45:00,4.39,NA,6.89,76.4,29.68,5.2
"9068",2023-08-29 10:00:00,4.26,NA,7.31,76.4,31.3,5.1
"9069",2023-08-29 10:15:00,4.11,NA,7.68,76.5,32.6,5.3
"9070",2023-08-29 10:30:00,3.98,NA,8.14,76.6,31.64,5.4
"9071",2023-08-29 10:45:00,3.83,NA,7.79,76.6,32.1,5.5
"9072",2023-08-29 11:00:00,3.69,NA,8.44,76.7,30.95,5.6
"9073",2023-08-29 11:15:00,3.54,NA,8.09,76.8,29.26,5.6
"9074",2023-08-29 11:30:00,3.4,NA,7.62,76.9,32.63,5.8
"9075",2023-08-29 11:45:00,3.25,NA,9.08,77.1,30.51,5.8
"9076",2023-08-29 12:00:00,3.1,NA,8.57,77.2,30.47,5.9
"9077",2023-08-29 12:15:00,2.97,NA,8.03,77.3,31.82,5.9
"9078",2023-08-29 12:30:00,2.85,NA,8.56,77.5,29.95,6
"9079",2023-08-29 12:45:00,2.77,NA,8.42,77.6,29.57,5.9
"9080",2023-08-29 13:00:00,2.77,NA,7.82,77.8,28.84,5.9
"9081",2023-08-29 13:15:00,2.99,NA,5.36,77.8,29.32,5.5
"9082",2023-08-29 13:30:00,3.3,NA,7.97,77.9,28.07,5.8
"9083",2023-08-29 13:45:00,3.56,NA,7.42,77.9,29.17,5.7
"9084",2023-08-29 14:00:00,3.77,NA,6.83,78.1,32.38,5.7
"9085",2023-08-29 14:15:00,3.93,NA,7.82,78,27.54,5.9
"9086",2023-08-29 14:30:00,4.09,NA,10.21,78.1,26.59,5.7
"9087",2023-08-29 14:45:00,4.23,NA,5,78.2,26.01,5.4
"9088",2023-08-29 15:00:00,4.39,NA,6.19,78.2,27.63,5.4
"9089",2023-08-29 15:15:00,4.56,NA,6.42,78.3,25.89,5.7
"9090",2023-08-29 15:30:00,4.72,NA,8.1,78.4,25.77,5.8
"9091",2023-08-29 15:45:00,4.88,NA,8.05,78.4,25.93,5.9
"9092",2023-08-29 16:00:00,5.03,NA,5.37,78.5,24.29,5.4
"9093",2023-08-29 16:15:00,5.19,NA,4.15,78.3,26.48,4.6
"9094",2023-08-29 16:30:00,5.33,NA,5.12,78.1,26.09,5.4
"9095",2023-08-29 16:45:00,5.46,NA,4.8,77.7,30.03,5.4
"9096",2023-08-29 17:00:00,5.58,NA,5.72,77.6,36.91,5.3
"9097",2023-08-29 17:15:00,5.69,NA,5,77.3,31.58,5.3
"9098",2023-08-29 17:30:00,5.78,NA,5.49,77.2,29.74,5.3
"9099",2023-08-29 17:45:00,5.86,NA,6.1,77.2,29.85,5.3
"9100",2023-08-29 18:00:00,5.92,NA,5.27,77.2,27.93,5.2
"9101",2023-08-29 18:15:00,5.95,NA,5.9,77.4,27.32,5.3
"9102",2023-08-29 18:30:00,5.94,NA,7.27,77.7,28.56,5.4
"9103",2023-08-29 18:45:00,5.86,NA,7.74,77.8,27.7,5.7
"9104",2023-08-29 19:00:00,5.71,NA,6.31,77.8,30.67,5.5
"9105",2023-08-29 19:15:00,5.56,NA,5.89,77.8,27.49,5.2
"9106",2023-08-29 19:30:00,5.42,NA,5.58,78,27.08,5.6
"9107",2023-08-29 19:45:00,5.29,NA,6.21,78.2,26.5,5.8
"9108",2023-08-29 20:00:00,5.15,NA,6,78.2,23.18,5.8
"9109",2023-08-29 20:15:00,5.02,NA,6.54,78,25.22,5.8
"9110",2023-08-29 20:30:00,4.9,NA,6.12,77.9,24.36,5.8
"9111",2023-08-29 20:45:00,4.79,NA,5.2,77.7,24.29,5.6
"9112",2023-08-29 21:00:00,4.67,NA,5.39,77.6,25.38,5.4
"9113",2023-08-29 21:15:00,4.56,NA,4.97,77.6,25.08,5.5
"9114",2023-08-29 21:30:00,4.45,NA,NA,NA,NA,NA
"9115",2023-08-29 21:45:00,4.34,NA,6.12,77.4,24.43,5.5
"9116",2023-08-29 22:00:00,4.23,NA,6.4,77.4,24.83,5.6
"9117",2023-08-29 22:15:00,4.12,NA,5.93,77.4,25.02,5.6
"9118",2023-08-29 22:30:00,4.02,NA,6.26,77.3,26.12,5.6
