"","t","do"
"1",2024-05-28 23:15:00,3.9
"2",2024-05-28 23:30:00,4
"3",2024-05-28 23:45:00,4.1
"4",2024-05-29 00:00:00,4.3
"5",2024-05-29 00:15:00,4
"6",2024-05-29 00:30:00,4.2
"7",2024-05-29 00:45:00,3.8
"8",2024-05-29 01:00:00,4
"9",2024-05-29 01:15:00,3.9
"10",2024-05-29 01:30:00,3.9
"11",2024-05-29 01:45:00,3.8
"12",2024-05-29 02:00:00,3.6
"13",2024-05-29 02:15:00,3.4
"14",2024-05-29 02:30:00,3.4
"15",2024-05-29 02:45:00,3.5
"16",2024-05-29 03:00:00,3.4
"17",2024-05-29 03:15:00,3.3
"18",2024-05-29 03:30:00,3.4
"19",2024-05-29 03:45:00,3.4
"20",2024-05-29 04:00:00,3.4
"21",2024-05-29 04:15:00,3.5
"22",2024-05-29 04:30:00,3.6
"23",2024-05-29 04:45:00,3.5
"24",2024-05-29 05:00:00,3.7
"25",2024-05-29 05:15:00,3.7
"26",2024-05-29 05:30:00,3.6
"27",2024-05-29 05:45:00,3.5
"28",2024-05-29 06:00:00,3.5
"29",2024-05-29 06:15:00,3.6
"30",2024-05-29 06:30:00,3.5
"31",2024-05-29 06:45:00,3.3
"32",2024-05-29 07:00:00,3
"33",2024-05-29 07:15:00,3.1
"34",2024-05-29 07:30:00,3.1
"35",2024-05-29 07:45:00,3.1
"36",2024-05-29 08:00:00,3.1
"37",2024-05-29 08:15:00,3.1
"38",2024-05-29 08:30:00,2.9
"39",2024-05-29 08:45:00,3.1
"40",2024-05-29 09:00:00,2.8
"41",2024-05-29 09:15:00,3.2
"42",2024-05-29 09:30:00,2.9
"43",2024-05-29 09:45:00,2.9
"44",2024-05-29 10:00:00,3
"45",2024-05-29 10:15:00,3.2
"46",2024-05-29 10:30:00,3.7
"47",2024-05-29 10:45:00,3.6
"48",2024-05-29 11:00:00,3.5
"49",2024-05-29 11:15:00,3.5
"50",2024-05-29 11:30:00,3.7
"51",2024-05-29 11:45:00,3.6
"52",2024-05-29 12:00:00,3.8
"53",2024-05-29 12:15:00,4
"54",2024-05-29 12:30:00,4.2
"55",2024-05-29 12:45:00,4.3
"56",2024-05-29 13:00:00,4.4
"57",2024-05-29 13:15:00,4.6
"58",2024-05-29 13:30:00,4.6
"59",2024-05-29 13:45:00,4.6
"60",2024-05-29 14:00:00,4.8
"61",2024-05-29 14:15:00,4.9
"62",2024-05-29 14:30:00,5
"63",2024-05-29 14:45:00,5.1
"64",2024-05-29 15:00:00,5.3
"65",2024-05-29 15:15:00,5.5
"66",2024-05-29 15:30:00,5.5
"67",2024-05-29 15:45:00,5.6
"68",2024-05-29 16:00:00,5.6
"69",2024-05-29 16:15:00,5.7
"70",2024-05-29 16:30:00,5.8
"71",2024-05-29 16:45:00,5.7
"72",2024-05-29 17:00:00,5.8
"73",2024-05-29 17:15:00,5.8
"74",2024-05-29 17:30:00,5.7
"75",2024-05-29 17:45:00,5.8
"76",2024-05-29 18:00:00,5.8
"77",2024-05-29 18:15:00,5.8
"78",2024-05-29 18:30:00,5.8
"79",2024-05-29 18:45:00,5.9
"80",2024-05-29 19:00:00,5.9
"81",2024-05-29 19:15:00,5.6
"82",2024-05-29 19:30:00,5.7
"83",2024-05-29 19:45:00,5.4
"84",2024-05-29 20:00:00,5.5
"85",2024-05-29 20:15:00,5.4
"86",2024-05-29 20:30:00,5.4
"87",2024-05-29 20:45:00,5.6
"88",2024-05-29 21:00:00,5.2
"89",2024-05-29 21:15:00,5.4
"90",2024-05-29 21:30:00,5.4
"91",2024-05-29 21:45:00,5.3
"92",2024-05-29 22:00:00,5.3
"93",2024-05-29 22:15:00,5.3
"94",2024-05-29 22:30:00,5.1
"95",2024-05-29 22:45:00,5
"96",2024-05-29 23:00:00,5
"97",2024-05-29 23:15:00,4.8
"98",2024-05-29 23:30:00,4.7
"99",2024-05-29 23:45:00,4.7
"100",2024-05-30 00:00:00,4.3
"101",2024-05-30 00:15:00,4.3
"102",2024-05-30 00:30:00,4
"103",2024-05-30 00:45:00,4.3
"104",2024-05-30 01:00:00,4.5
"105",2024-05-30 01:15:00,4.3
"106",2024-05-30 01:30:00,4.5
"107",2024-05-30 01:45:00,4.4
"108",2024-05-30 02:00:00,4.3
"109",2024-05-30 02:15:00,4.2
"110",2024-05-30 02:30:00,4.2
"111",2024-05-30 02:45:00,4.2
"112",2024-05-30 03:00:00,4.2
"113",2024-05-30 03:15:00,4
"114",2024-05-30 03:30:00,4.2
"115",2024-05-30 03:45:00,4.2
"116",2024-05-30 04:00:00,4.2
"117",2024-05-30 04:15:00,4
"118",2024-05-30 04:30:00,4.2
"119",2024-05-30 04:45:00,4.1
"120",2024-05-30 05:00:00,4.1
"121",2024-05-30 05:15:00,4.2
"122",2024-05-30 05:30:00,4.2
"123",2024-05-30 05:45:00,4.2
"124",2024-05-30 06:00:00,4.3
"125",2024-05-30 06:15:00,4.3
"126",2024-05-30 06:30:00,4.4
"127",2024-05-30 06:45:00,4.1
"128",2024-05-30 07:00:00,4.3
"129",2024-05-30 07:15:00,4.3
"130",2024-05-30 07:30:00,4.4
"131",2024-05-30 07:45:00,4.3
"132",2024-05-30 08:00:00,4.3
"133",2024-05-30 08:15:00,4.1
"134",2024-05-30 08:30:00,4.1
"135",2024-05-30 08:45:00,4
"136",2024-05-30 09:00:00,4.1
"137",2024-05-30 09:15:00,3.9
"138",2024-05-30 09:30:00,3.8
"139",2024-05-30 09:45:00,3.6
"140",2024-05-30 10:00:00,3.7
"141",2024-05-30 10:15:00,2.9
"142",2024-05-30 10:30:00,3.2
"143",2024-05-30 10:45:00,2.8
"144",2024-05-30 11:00:00,3.4
"145",2024-05-30 11:15:00,3.2
"146",2024-05-30 11:30:00,2.7
"147",2024-05-30 11:45:00,2.2
"148",2024-05-30 12:00:00,3.2
"149",2024-05-30 12:15:00,3.6
"150",2024-05-30 12:30:00,3.8
"151",2024-05-30 12:45:00,3.6
"152",2024-05-30 13:00:00,4.1
"153",2024-05-30 13:15:00,4.3
"154",2024-05-30 13:30:00,4.8
"155",2024-05-30 13:45:00,5.1
"156",2024-05-30 14:00:00,4.9
"157",2024-05-30 14:15:00,5.2
"158",2024-05-30 14:30:00,5.4
"159",2024-05-30 14:45:00,5.1
"160",2024-05-30 15:00:00,5.6
"161",2024-05-30 15:15:00,5.8
"162",2024-05-30 15:30:00,5.8
"163",2024-05-30 15:45:00,6.2
"164",2024-05-30 16:00:00,6.3
"165",2024-05-30 16:15:00,6
"166",2024-05-30 16:30:00,6.2
"167",2024-05-30 16:45:00,6.2
"168",2024-05-30 17:00:00,6.4
"169",2024-05-30 17:15:00,6.6
"170",2024-05-30 17:30:00,6.6
"171",2024-05-30 17:45:00,6.8
"172",2024-05-30 18:00:00,6.1
"173",2024-05-30 18:15:00,6
"174",2024-05-30 18:30:00,6.1
"175",2024-05-30 18:45:00,5.6
"176",2024-05-30 19:00:00,5.9
"177",2024-05-30 19:15:00,5.7
"178",2024-05-30 19:30:00,5.4
"179",2024-05-30 19:45:00,5.6
"180",2024-05-30 20:00:00,5.6
"181",2024-05-30 20:15:00,5.7
"182",2024-05-30 20:30:00,5.8
"183",2024-05-30 20:45:00,5.8
"184",2024-05-30 21:00:00,5.8
"185",2024-05-30 21:15:00,5.9
"186",2024-05-30 21:30:00,5.5
"187",2024-05-30 21:45:00,5.5
"188",2024-05-30 22:00:00,5.3
"189",2024-05-30 22:15:00,5.5
"190",2024-05-30 22:30:00,5.4
"191",2024-05-30 22:45:00,5.3
"192",2024-05-30 23:00:00,5.2
"193",2024-05-30 23:15:00,5.1
"194",2024-05-30 23:30:00,5
"195",2024-05-30 23:45:00,5.1
"196",2024-05-31 00:00:00,4.8
"197",2024-05-31 00:15:00,4.4
"198",2024-05-31 00:30:00,4.7
"199",2024-05-31 00:45:00,5
"200",2024-05-31 01:00:00,5.3
"201",2024-05-31 01:15:00,5.3
"202",2024-05-31 01:30:00,5.4
"203",2024-05-31 01:45:00,5.3
"204",2024-05-31 02:00:00,5.2
"205",2024-05-31 02:15:00,5
"206",2024-05-31 02:30:00,4.3
"207",2024-05-31 02:45:00,4.4
"208",2024-05-31 03:00:00,4.6
"209",2024-05-31 03:15:00,4.7
"210",2024-05-31 03:30:00,4.6
"211",2024-05-31 03:45:00,4.7
"212",2024-05-31 04:00:00,4.3
"213",2024-05-31 04:15:00,4.2
"214",2024-05-31 04:30:00,4.1
"215",2024-05-31 04:45:00,3.8
"216",2024-05-31 05:00:00,4.1
"217",2024-05-31 05:15:00,4.2
"218",2024-05-31 05:30:00,3.8
"219",2024-05-31 05:45:00,4
"220",2024-05-31 06:00:00,4
"221",2024-05-31 06:15:00,3.8
"222",2024-05-31 06:30:00,3.9
"223",2024-05-31 06:45:00,4
"224",2024-05-31 07:00:00,3.7
"225",2024-05-31 07:15:00,4.3
"226",2024-05-31 07:30:00,4.1
"227",2024-05-31 07:45:00,4.3
"228",2024-05-31 08:00:00,4.3
"229",2024-05-31 08:15:00,4.4
"230",2024-05-31 08:30:00,4.3
"231",2024-05-31 08:45:00,4.2
"232",2024-05-31 09:00:00,4.2
"233",2024-05-31 09:15:00,4.2
"234",2024-05-31 09:30:00,4.3
"235",2024-05-31 09:45:00,4.3
"236",2024-05-31 10:00:00,4.1
"237",2024-05-31 10:15:00,3.8
"238",2024-05-31 10:30:00,3.7
"239",2024-05-31 10:45:00,3.7
"240",2024-05-31 11:00:00,3.6
"241",2024-05-31 11:15:00,3
"242",2024-05-31 11:30:00,3
"243",2024-05-31 11:45:00,3.2
"244",2024-05-31 12:00:00,3
"245",2024-05-31 12:15:00,3.1
"246",2024-05-31 12:30:00,3
"247",2024-05-31 12:45:00,3.2
"248",2024-05-31 13:00:00,3
"249",2024-05-31 13:15:00,2.6
"250",2024-05-31 13:30:00,2.3
"251",2024-05-31 13:45:00,2.9
"252",2024-05-31 14:00:00,3.8
"253",2024-05-31 14:15:00,4.8
"254",2024-05-31 14:30:00,5.7
"255",2024-05-31 14:45:00,5.6
"256",2024-05-31 15:00:00,6.9
"257",2024-05-31 15:15:00,7.3
"258",2024-05-31 15:30:00,7.5
"259",2024-05-31 15:45:00,7.7
"260",2024-05-31 16:00:00,7.7
"261",2024-05-31 16:15:00,7.8
"262",2024-05-31 16:30:00,7.6
"263",2024-05-31 16:45:00,7.7
"264",2024-05-31 17:00:00,7.7
"265",2024-05-31 17:15:00,7.4
"266",2024-05-31 17:30:00,7.2
"267",2024-05-31 17:45:00,6.9
"268",2024-05-31 18:00:00,6.6
"269",2024-05-31 18:15:00,6.2
"270",2024-05-31 18:30:00,5.9
"271",2024-05-31 18:45:00,5.6
"272",2024-05-31 19:00:00,5.2
"273",2024-05-31 19:15:00,5
"274",2024-05-31 19:30:00,5
"275",2024-05-31 19:45:00,4.8
"276",2024-05-31 20:00:00,5
"277",2024-05-31 20:15:00,5.3
"278",2024-05-31 20:30:00,5.4
"279",2024-05-31 20:45:00,5.7
"280",2024-05-31 21:00:00,5.6
"281",2024-05-31 21:15:00,5.5
"282",2024-05-31 21:30:00,5.2
"283",2024-05-31 21:45:00,5.5
"284",2024-05-31 22:00:00,5.3
"285",2024-05-31 22:15:00,5.2
"286",2024-05-31 22:30:00,5.1
"287",2024-05-31 22:45:00,5.1
"288",2024-05-31 23:00:00,4.9
"289",2024-05-31 23:15:00,4.9
"290",2024-05-31 23:30:00,4.7
"291",2024-05-31 23:45:00,4.6
"292",2024-06-01 00:00:00,4.2
"293",2024-06-01 00:15:00,4.4
"294",2024-06-01 00:30:00,4.6
"295",2024-06-01 00:45:00,4.7
"296",2024-06-01 01:00:00,5
