"","t","do"
"1",2025-03-11 09:15:00,9.6
"2",2025-03-11 09:30:00,9.6
"3",2025-03-11 09:45:00,9.6
"4",2025-03-11 10:00:00,9.6
"5",2025-03-11 10:15:00,9.6
"6",2025-03-11 10:30:00,9.6
"7",2025-03-11 10:45:00,9.6
"8",2025-03-11 11:00:00,9.6
"9",2025-03-11 11:15:00,9.6
"10",2025-03-11 11:30:00,9.6
"11",2025-03-11 11:45:00,9.6
"12",2025-03-11 12:00:00,9.6
"13",2025-03-11 12:15:00,9.6
"14",2025-03-11 12:30:00,9.6
"15",2025-03-11 12:45:00,9.6
"16",2025-03-11 13:00:00,9.6
"17",2025-03-11 13:15:00,9.6
"18",2025-03-11 13:30:00,9.6
"19",2025-03-11 13:45:00,9.6
"20",2025-03-11 14:00:00,9.6
"21",2025-03-11 14:15:00,9.6
"22",2025-03-11 14:30:00,9.6
"23",2025-03-11 14:45:00,9.6
"24",2025-03-11 15:00:00,9.6
"25",2025-03-11 15:15:00,9.6
"26",2025-03-11 15:30:00,9.6
"27",2025-03-11 15:45:00,9.6
"28",2025-03-11 16:00:00,9.6
"29",2025-03-11 16:15:00,9.6
"30",2025-03-11 16:30:00,9.6
"31",2025-03-11 16:45:00,9.6
"32",2025-03-11 17:00:00,9.6
"33",2025-03-11 17:15:00,9.6
"34",2025-03-11 17:30:00,9.6
"35",2025-03-11 17:45:00,9.6
"36",2025-03-11 18:00:00,9.6
"37",2025-03-11 18:15:00,9.6
"38",2025-03-11 18:30:00,9.6
"39",2025-03-11 18:45:00,9.6
"40",2025-03-11 19:00:00,9.6
"41",2025-03-11 19:15:00,9.6
"42",2025-03-11 19:30:00,9.6
"43",2025-03-11 19:45:00,9.6
"44",2025-03-11 20:00:00,9.6
"45",2025-03-11 20:15:00,9.6
"46",2025-03-11 20:30:00,9.6
"47",2025-03-11 20:45:00,9.6
"48",2025-03-11 21:00:00,9.5
"49",2025-03-11 21:15:00,9.5
"50",2025-03-11 21:30:00,9.5
"51",2025-03-11 21:45:00,9.5
"52",2025-03-11 22:00:00,9.5
"53",2025-03-11 22:15:00,9.5
"54",2025-03-11 22:30:00,9.5
"55",2025-03-11 22:45:00,9.5
"56",2025-03-11 23:00:00,9.5
"57",2025-03-11 23:15:00,9.5
"58",2025-03-11 23:30:00,9.4
"59",2025-03-11 23:45:00,9.4
"60",2025-03-12 00:00:00,9.4
"61",2025-03-12 00:15:00,9.4
"62",2025-03-12 00:30:00,9.4
"63",2025-03-12 00:45:00,9.4
"64",2025-03-12 01:00:00,9.4
"65",2025-03-12 01:15:00,9.4
"66",2025-03-12 01:30:00,9.4
"67",2025-03-12 01:45:00,9.4
"68",2025-03-12 02:00:00,9.4
"69",2025-03-12 02:15:00,9.3
"70",2025-03-12 02:30:00,9.3
"71",2025-03-12 02:45:00,9.3
"72",2025-03-12 03:00:00,9.3
"73",2025-03-12 03:15:00,9.3
"74",2025-03-12 03:30:00,9.3
"75",2025-03-12 03:45:00,9.3
"76",2025-03-12 04:00:00,9.3
"77",2025-03-12 04:15:00,9.3
"78",2025-03-12 04:30:00,9.3
"79",2025-03-12 04:45:00,9.3
"80",2025-03-12 05:00:00,9.3
"81",2025-03-12 05:15:00,9.3
"82",2025-03-12 05:30:00,9.2
"83",2025-03-12 05:45:00,9.2
"84",2025-03-12 06:00:00,9.2
"85",2025-03-12 06:15:00,9.2
"86",2025-03-12 06:30:00,9.2
"87",2025-03-12 06:45:00,9.2
"88",2025-03-12 07:00:00,9.2
"89",2025-03-12 07:15:00,9.2
"90",2025-03-12 07:30:00,9.2
"91",2025-03-12 07:45:00,9.2
"92",2025-03-12 08:00:00,9.2
"93",2025-03-12 08:15:00,9.2
"94",2025-03-12 08:30:00,9.2
"95",2025-03-12 08:45:00,9.2
"96",2025-03-12 09:00:00,9.2
"97",2025-03-12 09:15:00,9.2
"98",2025-03-12 09:30:00,9.2
"99",2025-03-12 09:45:00,9.2
"100",2025-03-12 10:00:00,9.2
"101",2025-03-12 10:15:00,9.2
"102",2025-03-12 10:30:00,9.2
"103",2025-03-12 10:45:00,9.2
"104",2025-03-12 11:00:00,9.2
"105",2025-03-12 11:15:00,9.2
"106",2025-03-12 11:30:00,9.2
"107",2025-03-12 11:45:00,9.2
"108",2025-03-12 12:00:00,9.2
"109",2025-03-12 12:15:00,9.2
"110",2025-03-12 12:30:00,9.2
"111",2025-03-12 12:45:00,9.2
"112",2025-03-12 13:00:00,9.2
"113",2025-03-12 13:15:00,9.2
"114",2025-03-12 13:30:00,9.2
"115",2025-03-12 13:45:00,9.2
"116",2025-03-12 14:00:00,9.2
"117",2025-03-12 14:15:00,9.2
"118",2025-03-12 14:30:00,9.2
"119",2025-03-12 14:45:00,9.1
"120",2025-03-12 15:00:00,9.1
"121",2025-03-12 15:15:00,9.1
"122",2025-03-12 15:30:00,9.1
"123",2025-03-12 15:45:00,9.1
"124",2025-03-12 16:00:00,9.1
"125",2025-03-12 16:15:00,9.1
"126",2025-03-12 16:30:00,9.1
"127",2025-03-12 17:00:00,9.1
"128",2025-03-12 17:15:00,9.1
"129",2025-03-12 17:30:00,9.1
"130",2025-03-12 17:45:00,9
"131",2025-03-12 18:00:00,9
"132",2025-03-12 18:15:00,9
"133",2025-03-12 18:30:00,9
"134",2025-03-12 18:45:00,9
"135",2025-03-12 19:00:00,9
"136",2025-03-12 19:15:00,9
"137",2025-03-12 19:30:00,9
"138",2025-03-12 19:45:00,9
"139",2025-03-12 20:00:00,9
"140",2025-03-12 20:15:00,8.9
"141",2025-03-12 20:30:00,8.9
"142",2025-03-12 20:45:00,8.9
"143",2025-03-12 21:00:00,8.9
"144",2025-03-12 21:15:00,8.9
"145",2025-03-12 21:30:00,8.9
"146",2025-03-12 21:45:00,8.9
"147",2025-03-12 22:00:00,8.9
"148",2025-03-12 22:15:00,8.9
"149",2025-03-12 22:30:00,8.9
"150",2025-03-12 22:45:00,8.9
"151",2025-03-12 23:00:00,8.9
"152",2025-03-12 23:15:00,8.9
"153",2025-03-12 23:30:00,8.9
"154",2025-03-12 23:45:00,8.9
"155",2025-03-13 00:00:00,8.9
"156",2025-03-13 00:15:00,8.9
"157",2025-03-13 00:30:00,8.8
"158",2025-03-13 00:45:00,8.8
"159",2025-03-13 01:00:00,8.8
"160",2025-03-13 01:15:00,8.8
"161",2025-03-13 01:30:00,8.8
"162",2025-03-13 01:45:00,8.8
"163",2025-03-13 02:00:00,8.8
"164",2025-03-13 02:15:00,8.8
"165",2025-03-13 02:30:00,8.8
"166",2025-03-13 02:45:00,8.8
