"","t","do"
"1",2023-11-10 00:15:00,7.4
"2",2023-11-10 00:30:00,7.4
"3",2023-11-10 00:45:00,7.3
"4",2023-11-10 01:00:00,7.3
"5",2023-11-10 01:15:00,7.3
"6",2023-11-10 01:30:00,7.4
"7",2023-11-10 01:45:00,7.5
"8",2023-11-10 02:00:00,7.5
"9",2023-11-10 02:15:00,7.5
"10",2023-11-10 02:30:00,7.5
"11",2023-11-10 02:45:00,7.5
"12",2023-11-10 03:00:00,7.4
"13",2023-11-10 03:15:00,7.4
"14",2023-11-10 03:30:00,7.4
"15",2023-11-10 03:45:00,7.5
"16",2023-11-10 04:00:00,7.5
"17",2023-11-10 04:15:00,7.5
"18",2023-11-10 04:30:00,7.5
"19",2023-11-10 04:45:00,7.6
"20",2023-11-10 05:00:00,7.6
"21",2023-11-10 05:15:00,7.6
"22",2023-11-10 05:30:00,7.6
"23",2023-11-10 05:45:00,7.6
"24",2023-11-10 06:00:00,7.6
"25",2023-11-10 06:15:00,7.6
"26",2023-11-10 06:30:00,7.6
"27",2023-11-10 06:45:00,7.4
"28",2023-11-10 07:00:00,7.5
"29",2023-11-10 07:15:00,7.4
"30",2023-11-10 07:30:00,7.4
"31",2023-11-10 07:45:00,7.3
"32",2023-11-10 08:00:00,7.4
"33",2023-11-10 08:15:00,7.4
"34",2023-11-10 08:30:00,7.2
"35",2023-11-10 08:45:00,7.3
"36",2023-11-10 09:00:00,7.5
"37",2023-11-10 09:15:00,7.4
"38",2023-11-10 09:30:00,7.3
"39",2023-11-10 09:45:00,7.5
"40",2023-11-10 10:00:00,7.5
"41",2023-11-10 10:15:00,7.6
"42",2023-11-10 10:30:00,7.6
"43",2023-11-10 10:45:00,7.7
"44",2023-11-10 11:00:00,7.6
"45",2023-11-10 11:15:00,7.7
"46",2023-11-10 11:30:00,7.7
"47",2023-11-10 11:45:00,7.5
"48",2023-11-10 12:00:00,7.5
"49",2023-11-10 12:15:00,7.5
"50",2023-11-10 12:30:00,7.4
"51",2023-11-10 12:45:00,7.4
"52",2023-11-10 13:00:00,7.5
