"","t","do"
"1",2023-06-22 23:15:00,6.1
"2",2023-06-22 23:30:00,6.1
"3",2023-06-22 23:45:00,6
"4",2023-06-23 00:00:00,6
"5",2023-06-23 00:15:00,5.9
"6",2023-06-23 00:30:00,5.9
"7",2023-06-23 00:45:00,5.8
"8",2023-06-23 01:00:00,5.6
"9",2023-06-23 01:15:00,5.7
"10",2023-06-23 01:30:00,5.7
"11",2023-06-23 01:45:00,5.4
"12",2023-06-23 02:00:00,5.3
"13",2023-06-23 02:15:00,5.7
"14",2023-06-23 02:30:00,5.7
"15",2023-06-23 02:45:00,5.6
"16",2023-06-23 03:00:00,5.6
"17",2023-06-23 03:15:00,5.6
"18",2023-06-23 03:30:00,5.7
"19",2023-06-23 03:45:00,5.6
"20",2023-06-23 04:00:00,5.6
"21",2023-06-23 04:15:00,5.6
"22",2023-06-23 04:30:00,5.4
"23",2023-06-23 04:45:00,5.6
"24",2023-06-23 05:00:00,5.2
"25",2023-06-23 05:15:00,5.2
"26",2023-06-23 05:30:00,5.5
"27",2023-06-23 05:45:00,5.6
"28",2023-06-23 06:00:00,5.8
"29",2023-06-23 06:15:00,5.8
"30",2023-06-23 06:30:00,5.8
"31",2023-06-23 06:45:00,5.8
"32",2023-06-23 07:00:00,5.7
"33",2023-06-23 07:15:00,5.6
"34",2023-06-23 07:30:00,5.6
"35",2023-06-23 07:45:00,5.6
"36",2023-06-23 08:00:00,5.7
"37",2023-06-23 08:15:00,5.8
"38",2023-06-23 08:30:00,5.8
"39",2023-06-23 08:45:00,5.8
"40",2023-06-23 09:00:00,5.8
"41",2023-06-23 09:15:00,5.8
"42",2023-06-23 09:30:00,5.8
"43",2023-06-23 09:45:00,5.8
"44",2023-06-23 10:00:00,5.7
"45",2023-06-23 10:15:00,5.6
"46",2023-06-23 10:30:00,5.6
"47",2023-06-23 10:45:00,5.5
"48",2023-06-23 11:00:00,5.5
"49",2023-06-23 11:15:00,5.6
"50",2023-06-23 11:30:00,5.7
"51",2023-06-23 11:45:00,5.7
"52",2023-06-23 12:00:00,5.9
"53",2023-06-23 12:15:00,5.8
"54",2023-06-23 12:30:00,5.8
"55",2023-06-23 12:45:00,5.8
"56",2023-06-23 13:00:00,5.8
"57",2023-06-23 13:15:00,5.8
"58",2023-06-23 13:30:00,5.8
"59",2023-06-23 13:45:00,5.9
