"","t","do"
"1",2024-01-15 00:15:00,8
"2",2024-01-15 00:30:00,7.9
"3",2024-01-15 00:45:00,8
"4",2024-01-15 01:00:00,8
"5",2024-01-15 01:15:00,8
"6",2024-01-15 01:30:00,8
"7",2024-01-15 01:45:00,8
"8",2024-01-15 02:00:00,8
"9",2024-01-15 02:15:00,8.1
"10",2024-01-15 02:30:00,8.1
"11",2024-01-15 02:45:00,8.1
"12",2024-01-15 03:00:00,8.1
"13",2024-01-15 03:15:00,8.2
"14",2024-01-15 03:30:00,8.2
"15",2024-01-15 03:45:00,8.2
"16",2024-01-15 04:00:00,8.2
"17",2024-01-15 04:15:00,8.2
"18",2024-01-15 04:30:00,8.2
"19",2024-01-15 04:45:00,8.2
"20",2024-01-15 05:00:00,8.2
"21",2024-01-15 05:15:00,8.2
"22",2024-01-15 05:30:00,8.2
"23",2024-01-15 05:45:00,8.1
"24",2024-01-15 06:00:00,8
"25",2024-01-15 06:15:00,8
"26",2024-01-15 06:30:00,7.9
"27",2024-01-15 06:45:00,7.9
"28",2024-01-15 07:00:00,7.8
"29",2024-01-15 07:15:00,7.8
"30",2024-01-15 07:30:00,7.7
"31",2024-01-15 07:45:00,7.6
"32",2024-01-15 08:00:00,7.6
"33",2024-01-15 08:15:00,7.5
"34",2024-01-15 08:30:00,7.4
"35",2024-01-15 08:45:00,7.4
"36",2024-01-15 09:00:00,7.3
"37",2024-01-15 09:15:00,7.3
"38",2024-01-15 09:30:00,7.3
"39",2024-01-15 09:45:00,7.2
"40",2024-01-15 10:00:00,7.2
"41",2024-01-15 10:15:00,7.2
"42",2024-01-15 10:30:00,7.2
"43",2024-01-15 10:45:00,7.1
"44",2024-01-15 11:00:00,7.1
"45",2024-01-15 11:15:00,7.1
"46",2024-01-15 11:30:00,7.1
"47",2024-01-15 11:45:00,7.1
"48",2024-01-15 12:00:00,7.1
"49",2024-01-15 12:15:00,7.2
"50",2024-01-15 12:30:00,7.2
"51",2024-01-15 12:45:00,7.2
"52",2024-01-15 13:00:00,7.2
"53",2024-01-15 13:15:00,7.2
"54",2024-01-15 13:30:00,7.2
"55",2024-01-15 13:45:00,7.2
"56",2024-01-15 14:00:00,7.3
"57",2024-01-15 14:15:00,7.4
"58",2024-01-15 14:30:00,7.4
"59",2024-01-15 14:45:00,7.4
"60",2024-01-15 15:00:00,7.5
"61",2024-01-15 15:15:00,7.5
"62",2024-01-15 15:30:00,7.6
"63",2024-01-15 15:45:00,7.6
"64",2024-01-15 16:00:00,7.6
"65",2024-01-15 16:15:00,7.6
"66",2024-01-15 16:30:00,7.6
"67",2024-01-15 16:45:00,7.7
"68",2024-01-15 17:00:00,7.7
"69",2024-01-15 17:15:00,7.7
"70",2024-01-15 17:30:00,7.6
"71",2024-01-15 17:45:00,7.6
"72",2024-01-15 18:00:00,7.5
"73",2024-01-15 18:15:00,7.4
"74",2024-01-15 18:30:00,7.4
"75",2024-01-15 18:45:00,7.3
"76",2024-01-15 19:00:00,7.3
"77",2024-01-15 19:15:00,7.2
"78",2024-01-15 19:30:00,7.2
"79",2024-01-15 19:45:00,7.2
"80",2024-01-15 20:00:00,7.1
"81",2024-01-15 20:15:00,7.1
"82",2024-01-15 20:30:00,7
"83",2024-01-15 20:45:00,7
"84",2024-01-15 21:00:00,7
"85",2024-01-15 21:15:00,7
"86",2024-01-15 21:30:00,7
"87",2024-01-15 21:45:00,7
"88",2024-01-15 22:00:00,7
"89",2024-01-15 22:15:00,6.9
"90",2024-01-15 22:30:00,7
"91",2024-01-15 22:45:00,7
"92",2024-01-15 23:00:00,7
"93",2024-01-15 23:15:00,7
"94",2024-01-15 23:30:00,7
